ROWID,AU,TI,SO,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,1stScreen.result,1stScreen.note,1stScreen.CheckedBy,2ndScreen,2ndScreen.Checker,2ndScreen.Notes,DataColl.Notes,Collector
1879,"Fialho, RF; Stevens, L",Molecular evidence for single Wolbachia infections among geographic strains of the flour beetle Tribolium confusum,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1997,268,1471,,,,,1063,1070,,10.1098/rspb.2001.1626,,,,,,,,WOS:000168896300011,11375091,,,,,no.data,,KT,,,,,
1881,"Schilthuizen, M; Stouthamer, R",Horizontal transmission of parthenogenesis-inducing microbes in Trichogramma wasps,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1997,268,1469,,,,,855,859,,10.1098/rspb.2001.1593,,,,,,,,WOS:000168325500012,11345332,,,,,no.data,,KT,,,,,
1882,"Kruuk, LEB; Gilchrist, JS",Mechanisms maintaining species differentiation: Predator-mediated selection in a Bombina hybrid zone,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1997,268,1469,,,,,861,867,,10.1098/rspb.2000.1578,,,,,,,,WOS:000168325500013,11345333,,,,,no.data,,KT,,,,,
1883,"Zeh, JA; Zeh, DW",The evolution of polyandry I: Intragenomic conflict and genetic incompatibility,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,268,1469,,,,,879,884,,10.1098/rspb.2000.1581,,,,,,,,WOS:000168325500015,11345335,,,,,no.data,,KT,,,,,
1885,"Vernon, JG; Okamura, B; Jones, CS; Noble, LR",Temporal patterns of clonality and parasitism in a population of freshwater bryozoans,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1461,,,,,2469,2473,,10.1098/rspb.2000.1307,,,,,,,,WOS:000166426100001,11197121,,,,,no.data,,KT,,,,,
1887,"Radtkey, RR; Becker, B; Miller, RD; Riblet, R; Case, TJ",Variation and evolution of class I Mhc in sexual and parthenogenetic geckos,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1460,,,,,2411,2418,,10.1098/rspb.2000.1299,,,,,,,,WOS:000166088300009,11133031,,,,,no.data,,KT,,,,,
1888,"Gubbins, S; Gilligan, CA",Population dynamics of a parasite and hyperparasite in a closed system: Model analysis and parameter estimation,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1456,,,,,1931,1937,,10.1098/rspb.2000.1232,,,,,,,,WOS:000089721600002,11075704,,,,,no.data,,KT,,,,,
1889,"Hurst, LD",Why are there only two sexes?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1454,,,,,1801,1808,,10.1098/rspb.2000.1213,,,,,,,,WOS:000089354500016,12233780,,,,,no.data,,KT,,,,,
1890,"Simon, JC; MartinezTorres, D; Latorre, A; Moya, A; Hebert, PDN",Molecular characterization of cyclic and obligate parthenogens in the aphid Rhopalosiphum padi (L),PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1453,,,,,1633,1639,,10.1098/rspb.2000.1189,,,,,,,,WOS:000088998500006,11467426,,,,,no.data,,KT,,,,,
1891,"Frank, SA",Host-symbiont conflict over the mixing of symbiotic lineages,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1453,,,,,1649,1655,,10.1098/rspb.2000.1191,,,,,,,,WOS:000088998500008,11467428,,,,,no.data,,KT,,,,,
1892,"Thomaz, D; Guiller, A; Clarke, B",Extreme divergence of mitochondrial DNA within species of pulmonate land snails,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1453,,,,,1663,1670,,10.1098/rspb.2000.1193,,,,,,,,WOS:000088998500010,11467430,,,,,no.data,,KT,,,,,
1893,"Hurst, LD; McVean, GT","Clade selection, reversible evolution and the persistence of selfish elements: The evolutionary dynamics of cytoplasmic incompatibility",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1996,267,1452,,,,,1487,1495,,10.1098/rspb.2000.1169,,,,,,,,WOS:000088765700001,11007323,,,,,no.data,,KT,,,,,
1894,"MacCallum, CJ; Nurnberger, B; Barton, NH","Experimental evidence for habitat dependent selection in a Bombina hybrid zone (vol 260, pg 257, 1995)",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1451,,,,,1469,1473,,10.1098/rspb.2000.1166,,,,,,,,WOS:000088677300014,10983833,,,,,no.data,,KT,,,,,
1895,"WERREN, JH; WINDSOR, D; GUO, LR",DISTRIBUTION OF WOLBACHIA AMONG NEOTROPICAL ARTHROPODS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1450,,,,,1277,1285,,10.1098/rspb.2000.1139,,,,,,,,WOS:000088222200003,10972121,,,,,no.data,,KT,,,,,
1896,"DUNBRACK, RL; COFFIN, C; HOWE, R",THE COST OF MALES AND THE PARADOX OF SEX - EXPERIMENTAL INVESTIGATION OF THE SHORT-TERM COMPETITIVE ADVANTAGES OF EVOLUTION IN SEXUAL POPULATIONS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1450,,,,,1321,1326,,10.1098/rspb.2000.1145,,,,,,,,WOS:000088222200009,10972127,,,,,no.data,,KT,,,,,
1897,"QUESADA, H; WENNE, R; SKIBINSKI, DOF",DIFFERENTIAL INTROGRESSION OF MITOCHONDRIAL-DNA ACROSS SPECIES BOUNDARIES WITHIN THE MARINE MUSSEL GENUS MYTILUS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1449,,,,,1191,1199,,10.1098/rspb.2000.1128,,,,,,,,WOS:000087837100005,10902685,,,,,no.data,,KT,,,,,
1898,"SHAHIDULLAH, M; HOSHI, N; YOKOYAMA, S; HIGASHIDA, H",MICROHETEROGENEITY IN HETEROMULTIMERIC ASSEMBLIES FORMED BY SHAKER (KV1) AND SHAW (KV3) SUBFAMILIES OF VOLTAGE-GATED K+ CHANNELS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1447,,,,,1021,1025,,10.1098/rspb.2000.1105,,,,,,,,WOS:000087418700010,10874752,,,,,no.data,,KT,,,,,
1899,"WERREN, JH; ZHANG, W; GUO, LR",EVOLUTION AND PHYLOGENY OF WOLBACHIA - REPRODUCTIVE PARASITES OF ARTHROPODS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1442,,,,,423,430,,10.1098/rspb.2000.1017,,,,,,,,WOS:000085874100001,10737397,,,,,no.data,,KT,,,,,
1901,"MACCALLUM, CJ; NURNBERGER, B; BARTON, NH",EXPERIMENTAL-EVIDENCE FOR HABITAT DEPENDENT SELECTION IN A BOMBINA HYBRID ZONE,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1438,,,,,43,48,,10.1098/rspb.2000.0964,,,,,,,,WOS:000084756400007,10670951,,,,,no.data,,KT,,,,,
1902,"BROWN, SG; KWAN, S; SHERO, S",THE PARASITIC THEORY OF SEXUAL REPRODUCTION - PARASITISM IN UNISEXUAL AND BISEXUAL GECKOS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,267,1438,,,,,69,73,,10.1098/rspb.2000.0968,,,,,,,,WOS:000084756400011,10670955,,,,,no.data,,KT,,,,,
1903,"RADTKEY, RR; DONNELLAN, SC; FISHER, RN; MORITZ, C; HANLEY, KA; CASE, TJ",WHEN SPECIES COLLIDE - THE ORIGIN AND SPREAD OF AN ASEXUAL SPECIES OF GECKO,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,266,1435,,,,,2247,2252,,10.1098/rspb.1999.0915,,,,,,,,WOS:000084108900002,,,,,,no.data,,KT,,,,,
1904,"GODELLE, B; REBOUD, X",WHY ARE ORGANELLES UNIPARENTALLY INHERITED,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1995,266,1435,,,,,2253,2259,,10.1098/rspb.1999.0916,,,,,,,,WOS:000084108900003,,,,,,no.data,,KT,,,,,
1905,"HURST, LD",CYTOPLASMIC GENETICS UNDER INBREEDING AND OUTBREEDING,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1994,266,1435,,,,,2323,2330,,10.1098/rspb.1999.0926,,,,,,,,WOS:000084108900013,,,,,,no.data,,KT,,,,,
1906,"ALIBERT, P; RENAUD, S; DOD, B; BONHOMME, F; AUFFRAY, JC",FLUCTUATING ASYMMETRY IN THE MUS MUSCULUS HYBRID ZONE - A HETEROTIC EFFECT IN DISRUPTED CO-ADAPTED GENOMES,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1994,266,1434,,,,,2169,2174,,10.1098/rspb.1999.0904,,,,,,,,WOS:000083697000006,10681248,,,,,no.data,,KT,,,,,
1908,"TABASHNIK, BE",DELAYING INSECT ADAPTATION TO TRANSGENIC PLANTS - SEED MIXTURES AND REFUGIA RECONSIDERED,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1994,266,1434,,,,,2195,2200,,10.1098/rspb.1999.0908,,,,,,,,WOS:000083697000010,10649634,,,,,no.data,,KT,,,,,
1909,"VINEY, ME; MATTHEWS, BE; WALLIKER, D",MATING IN THE NEMATODE PARASITE STRONGYLOIDES-RATTI - PROOF OF GENETIC EXCHANGE,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1433,,,,,2067,2070,,10.1098/rspb.1999.0888,,,,,,,,WOS:000083573700006,10902543,,,,,no.data,,KT,,,,,
1910,"MAY, CA; WETTON, JH; PARKIN, DT",POLYMORPHIC SEX-SPECIFIC SEQUENCES IN BIRDS OF PREY,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1433,,,,,2101,2107,,10.1098/rspb.1999.0894,,,,,,,,WOS:000083573700012,10902545,,,,,no.data,,KT,,,,,
1911,"MORAN, NA; MUNSON, MA; BAUMANN, P; ISHIKAWA, H",A MOLECULAR CLOCK IN ENDOSYMBIOTIC BACTERIA IS CALIBRATED USING THE INSECT HOSTS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1431,,,,,1843,1850,,10.1098/rspb.1999.0855,,,,,,,,WOS:000082998500004,,,,,,no.data,,KT,,,,,
1912,"HUTSON, V; LAW, R",4 STEPS TO 2 SEXES,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1429,,,,,1677,1683,,10.1098/rspb.1999.0831,,,,,,,,WOS:000082118200010,10501038,,,,,no.data,,KT,,,,,
1913,"HURST, LD",A MODEL FOR THE MECHANISM OF TRANSMISSION RATIO DISTORTION AND FOR T-ASSOCIATED HYBRID STERILITY,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1428,,,,,1555,1560,,10.1098/rspb.1999.0815,,,,,,,,WOS:000082032000008,10467744,,,,,no.data,,KT,,,,,
1914,"STADLER, T; LOEW, M; STREIT, B",GENETIC-EVIDENCE FOR LOW OUTCROSSING RATES IN POLYPLOID FRESH-WATER SNAILS (ANCYLUS-FLUVIATILIS),PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1428,,,,,1561,1569,,10.1098/rspb.1999.0816,,,,,,,,WOS:000082032000009,10467745,,,,,no.data,,KT,,,,,
1915,"NODA, M; KATAYAMA, M; BROWN, DA; ROBBINS, J; MARSH, SJ; ISHIZAKA, N; FUKUDA, K; HOSHI, N; YOKOYAMA, S; HIGASHIDA, H",COUPLING OF M2 AND M4 MUSCARINIC ACETYLCHOLINE-RECEPTOR SUBTYPES TO CA2+-DEPENDENT K+ CHANNELS IN TRANSFORMED NL308 NEUROBLASTOMA X FIBROBLAST HYBRID-CELLS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1426,,,,,1351,1360,,10.1098/rspb.1999.0787,,,,,,,,WOS:000081572800010,,,,,,no.data,,KT,,,,,
1916,"MAURICE, S; CHARLESWORTH, D; DESFEUX, C; COUVET, D; GOUYON, PH",THE EVOLUTION OF GENDER IN HERMAPHRODITES OF GYNODIOECIOUS POPULATIONS WITH NUCLEOCYTOPLASMIC MALE-STERILITY,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1422,,,,,941,946,,10.1098/rspb.1999.0727,,,,,,,,WOS:000080290100011,,,,,,no.data,,KT,,,,,
1917,"GRANT, BR; GRANT, PR",EVOLUTION OF DARWIN FINCHES CAUSED BY A RARE CLIMATIC EVENT,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1421,,,,,799,803,,10.1098/rspb.1999.0708,,,,,,,,WOS:000079970900007,,,,,,no.data,,KT,,,,,
1918,"REED, DS; GIBSON, JB",DEFECTIVE P ELEMENT INSERTIONS AFFECT THE EXPRESSION OF SN-GLYCEROL-3-PHOSPHATE DEHYDROGENASE ALLELES IN NATURAL-POPULATIONS OF DROSOPHILA-MELANOGASTER,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1993,266,1421,,,,,805,812,,10.1098/rspb.1999.0709,,,,,,,,WOS:000079970900008,,,,,,no.data,,KT,,,,,
1919,"ROUSSET, F; BOUCHON, D; PINTUREAU, B; JUCHAULT, P; SOLIGNAC, M",WOLBACHIA ENDOSYMBIONTS RESPONSIBLE FOR VARIOUS ALTERATIONS OF SEXUALITY IN ARTHROPODS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1420,,,,,649,656,,10.1098/rspb.1999.0685,,,,,,,,WOS:000079965900002,10331286,,,,,no.data,,KT,,,,,
1920,"REYNOLDS, JD; GROSS, MR","FEMALE MATE PREFERENCE ENHANCES OFFSPRING GROWTH AND REPRODUCTION IN A FISH, POECILIA-RETICULATA",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1420,,,,,735,740,,10.1098/rspb.1999.0698,,,,,,,,WOS:000079965900015,,,,,,no.data,,KT,,,,,
1921,"MORIN, PA; MOORE, JJ; WOODRUFF, DS",IDENTIFICATION OF CHIMPANZEE SUBSPECIES WITH DNA FROM HAIR AND ALLELE-SPECIFIC PROBES,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1419,,,,,571,578,,10.1098/rspb.1999.0674,,,,,,,,WOS:000079472400006,,,,,,no.data,,KT,,,,,
1922,"GIDDINGS, GD; REES, H",THE CYTOLOGY OF LYCOPERSICON SOMATIC HYBRIDS .2. A DETAILED ANALYSIS OF CHROMOSOME-PAIRING AT MEIOSIS IN POLLEN MOTHER CELLS OF SOMATIC HYBRIDS OF LYCOPERSICON-ESCULENTUM AND LYCOPERSICON-PERUVIANUM,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1418,,,,,477,483,,10.1098/rspb.1999.0662,,,,,,,,WOS:000079066500008,10189711,,,,,no.data,,KT,,,,,
1923,"CANTWELL, C; BECKMANN, R; WHITEMAN, P; QUEENER, SW; ABRAHAM, EP",ISOLATION OF DEACETOXYCEPHALOSPORIN-C FROM FERMENTATION BROTHS OF PENICILLIUM-CHRYSOGENUM TRANSFORMANTS - CONSTRUCTION OF A NEW FUNGAL BIOSYNTHETIC-PATHWAY,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1418,,,,,485,492,,10.1098/rspb.1999.0663,,,,,,,,WOS:000079066500009,10189712,,,,,no.data,,KT,,,,,
1924,"ITO, Y; YOKOYAMA, S; HIGASHIDA, H",POTASSIUM CHANNELS CLONED FROM NEUROBLASTOMA-CELLS DISPLAY SLOWLY INACTIVATING OUTWARD CURRENTS IN XENOPUS OOCYTES,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1417,,,,,347,354,,10.1098/rspb.1999.0644,,,,,,,,WOS:000078864400005,10097396,,,,,no.data,,KT,,,,,
1925,"MAGURRAN, AE; SEGHERS, BH; CARVALHO, GR; SHAW, PW",BEHAVIORAL CONSEQUENCES OF AN ARTIFICIAL INTRODUCTION OF GUPPIES (POECILIA-RETICULATA) IN N-TRINIDAD - EVIDENCE FOR THE EVOLUTION OF ANTIPREDATOR BEHAVIOR IN THE WILD,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1415,,,,,203,209,,10.1098/rspb.1999.0623,,,,,,,,WOS:000078346400014,10097393,,,,,no.data,,KT,,,,,
1926,"HURST, LD",INTRAGENOMIC CONFLICT AS AN EVOLUTIONARY FORCE,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1414,,,,,1,12,,,,,,,,,,WOS:000078154000001,10081154,,,,,no.data,,KT,,,,,
1927,"GIDDINGS, GD; REES, H",THE CYTOLOGY OF LYCOPERSICON SOMATIC HYBRIDS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,266,1414,,,,,103,111,,10.1098/rspb.1999.0609,,,,,,,,WOS:000078154000013,,,,,,no.data,,KT,,,,,
1928,"LAW, R; HUTSON, V",INTRACELLULAR SYMBIONTS AND THE EVOLUTION OF UNIPARENTAL CYTOPLASMIC INHERITANCE,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,265,1413,,,,,2393,2397,,10.1098/rspb.1998.0589,,,,,,,,WOS:000077911400008,10075542,,,,,no.data,,KT,,,,,
1929,"GREEN, J; SHARROCKS, AD; MACINNES, JI; GUEST, JR","PURIFICATION OF HLYX, A POTENTIAL REGULATOR OF HEMOLYSIN SYNTHESIS, AND PROPERTIES OF HLYX-FNR HYBRIDS",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,265,1413,,,,,2399,2405,,10.1098/rspb.1998.0590,,,,,,,,WOS:000077911400009,,,,,,no.data,,KT,,,,,
1930,"HURST, LD; HAMILTON, WD",CYTOPLASMIC FUSION AND THE NATURE OF SEXES,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1992,265,1406,,,,,1675,1678,,10.1098/rspb.1998.0487,,,,,,,,WOS:000075770500012,,,,,,no.data,,KT,,,,,
1931,"THORNE, BL",ANCESTRAL TRANSFER OF SYMBIONTS BETWEEN COCKROACHES AND TERMITES - AN ALTERNATIVE HYPOTHESIS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,265,1403,,,,,1319,1323,,10.1098/rspb.1998.0436,,,,,,,,WOS:000074967800008,,,,,,no.data,,KT,,,,,
1932,"NALEPA, CA",ANCESTRAL TRANSFER OF SYMBIONTS BETWEEN COCKROACHES AND TERMITES - AN UNLIKELY SCENARIO,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,265,1401,,,,,1081,1090,,10.1098/rspb.1998.0402,,,,,,,,WOS:000074499400006,9684374,,,,,no.data,,KT,,,,,
1933,"SEARLE, JB",A HYBRID ZONE COMPRISING STAGGERED CHROMOSOMAL CLINES IN THE HOUSE MOUSE (MUS-MUSCULUS-DOMESTICUS),PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,265,1400,,,,,1025,1030,,10.1098/rspb.1998.0394,,,,,,,,WOS:000074195200013,,,,,,no.data,,KT,,,,,
1934,"MILNER, J",A CONFORMATION HYPOTHESIS FOR THE SUPPRESSOR AND PROMOTER FUNCTIONS OF P53 IN CELL-GROWTH CONTROL AND IN CANCER,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,265,1398,,,,,821,826,,10.1098/rspb.1998.0366,,,,,,,,WOS:000073580200012,9628039,,,,,no.data,,KT,,,,,
1935,"HURST, LD",THE INCIDENCES AND EVOLUTION OF CYTOPLASMIC MALE KILLERS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,265,1395,,,,,509,515,,10.1098/rspb.1998.0324,,,,,,,,WOS:000072731600010,9569669,,,,,no.data,,KT,,,,,
1936,"JABLONKA, E; LAMB, MJ",SEX-CHROMOSOMES AND SPECIATION,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,264,1386,,,,,1363,1370,,10.1098/rspb.1997.0189,,,,,,,,WOS:A1997XY66000016,,,,,,no.data,,KT,,,,,
1937,"JENKINS, G; REES, H",STRATEGIES OF BIVALENT FORMATION IN ALLOPOLYPLOID PLANTS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,264,1385,,,,,1167,1175,,10.1098/rspb.1997.0161,,,,,,,,WOS:A1997XU82800010,,,,,,no.data,,KT,,,,,
1938,"GARCES, J; WITTEK, R",REVERSE-TRANSCRIPTASE-ASSOCIATED RNASEH ACTIVITY MEDIATES TEMPLATE SWITCHING DURING REVERSE TRANSCRIPTION INVITRO,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1991,264,1384,,,,,1065,1068,,10.1098/rspb.1997.0147,,,,,,,,WOS:A1997XP13100018,9263471,,,,,no.data,,KT,,,,,
1939,"FISHER, C; SKIBINSKI, DOF",SEX-BIASED MITOCHONDRIAL-DNA HETEROPLASMY IN THE MARINE MUSSEL MYTILUS,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1990,264,1383,,,,,845,851,,,,,,,,,,WOS:A1997XH13100009,,,,,,no.data,,KT,,,,,
1940,"ROBSON, KJH; HALL, JRS; DAVIES, LC; CRISANTI, A; HILL, AVS; WELLEMS, TE",POLYMORPHISM OF THE TRAP GENE OF PLASMODIUM-FALCIPARUM,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1990,264,1380,,,,,361,366,,10.1098/rspb.1997.0052,,,,,,,,WOS:A1997WQ94800012,9107051,,,,,no.data,,KT,,,,,
1941,"Field, DL; Broadhurst, LM; Elliott, CP; Young, AG",Population assignment in autopolyploids,HEREDITY,2017,264,1378,,,,,105,110,,10.1098/rspb.1997.0016,,,,,,,,WOS:A1997WF62400016,,,,,,no.data,,NF,,,,,
1942,"Lindsey, ARI; Stouthamer, R",The effects of outbreeding on a parasitoid wasp fixed for infection with a parthenogenesis-inducing Wolbachia symbiont,HEREDITY,2017,263,1377,,,,,1711,1717,,10.1098/rspb.1996.0250,,,,,,,,WOS:A1996WD19600014,,,,,,no.data,no hybrids,NF,,,,,
1944,"Garcia-Elfring, A; Barrett, RDH; Combs, M; Davies, TJ; Munshi-South, J; Millien, V",Admixture on the northern front: population genomics of range expansion in the white-footed mouse (Peromyscus leucopus) and secondary contact with the deer mouse (Peromyscus maniculatus),HEREDITY,2017,263,1375,,,,,1313,1318,,10.1098/rspb.1996.0192,,,,,,,,WOS:A1996VQ62200007,8914329,,,,,no.data,"no crosses, no f1s",NF,,,,,
1945,"Griswold, CK; Williamson, MW",A two-locus model of selection in autotetraploids: Chromosomal gametic disequilibrium and selection for an adaptive epistatic gene combination,HEREDITY,2017,263,1375,,,,,1335,1341,,10.1098/rspb.1996.0196,,,,,,,,WOS:A1996VQ62200011,8914331,,,,,no.data,"only simulations, no biological model",NF,,,,,
1948,"Jeffery, NW; DiBacco, C; Wringe, BF; Stanley, RRE; Hamilton, LC; Ravindran, PN; Bradbury, IR",Genomic evidence of hybridization between two independent invasions of European green crab (Carcinus maenas) in the Northwest Atlantic,HEREDITY,2017,263,1369,,,,,415,422,,10.1098/rspb.1996.0063,,,,,,,,WOS:A1996UJ57300006,,,,,,no.data,"no crosses, no f1s",NF,,,,,
1950,"Feliner, GN; Alvarez, I; Fuertes-Aguilar, J; Heuertz, M; Marques, I; Moharrek, F; Pineiro, R; Riina, R; Rossello, JA; Soltis, PS; Villa-Machio, I",Is homoploid hybrid speciation that rare? An empiricist's view,HEREDITY,2017,263,1368,,,,,339,344,,10.1098/rspb.1996.0052,,,,,,,,WOS:A1996UE09300015,8920255,,,,,no.data,,NF,,,,,
1952,"Zhou, Y; Yuan, K; Yu, Y; Ni, X; Xie, P; Xing, EP; Xu, S",Inference of multiple-wave population admixture by modeling decay of linkage disequilibrium with polynomial functions,HEREDITY,2017,263,1366,,,,,97,104,,10.1098/rspb.1996.0016,,,,,,,,WOS:A1996TV09700016,,,,,,no.data,,NF,,,,,
1953,"Muralidhar, P; Haig, D",Sexy males and sexless females: the origin of triploid apomicts,HEREDITY,2017,262,1365,,,,,377,377,,,,,,,,,,WOS:A1995TQ73800018,,,,,,no.data,"only simulations, no biological model",NF,,,,,
1954,"Knegt, B; Potter, T; Pearson, NA; Sato, Y; Staudacher, H; Schimmel, BCJ; Kiers, ET; Egas, M",Detection of genetic incompatibilities in non-model systems using simple genetic markers: hybrid breakdown in the haplodiploid spider mite Tetranychus evansi,HEREDITY,2017,262,1364,,,,,197,204,,10.1098/rspb.1995.0196,,,,,,,,WOS:A1995TH71200013,,,,,,no.data,pop remained in culture for at least 2 years before exp',KT,,,,,
1955,"Campos, JL; Qiu, S; Guirao-Rico, S; Bergero, R; Charlesworth, D",Recombination changes at the boundaries of fully and partially sex-linked regions between closely related Silene species pairs,HEREDITY,2017,262,1363,,,,,45,49,,10.1098/rspb.1995.0174,,,,,,,,WOS:A1995TD38000007,,,,,,no.data,"no crosses, no f1s",NF,,,,,
1957,"Jacobsen, MW; Smedegaard, L; Sorensen, SR; Pujolar, JM; Munk, P; Jonsson, B; Magnussen, E; Hansen, MM",Assessing pre- and post-zygotic barriers between North Atlantic eels (Anguilla anguilla and A. rostrata),HEREDITY,2017,261,1362,,,,,309,317,,10.1098/rspb.1995.0152,,,,,,,,WOS:A1995RY77200006,8587873,,,,,no.data,"no crosses, no f1s",KT,,,,,
1958,"Zhou, Y; Duvaux, L; Ren, G; Zhang, L; Savolainen, O; Liu, J",Importance of incomplete lineage sorting and introgression in the origin of shared genetic variation between two closely related pines with overlapping distributions,HEREDITY,2017,261,1360,,,,,55,63,,10.1098/rspb.1995.0117,,,,,,,,WOS:A1995RN27900010,7644549,,,,,no.data,"no crosses, no f1s",NF,,,,,
1959,"Knief, U; Kempenaers, B; Forstmeier, W",Meiotic recombination shapes precision of pedigree- and marker-based estimates of inbreeding,HEREDITY,2017,260,1359,,,,,251,256,,10.1098/rspb.1995.0088,,,,,,,,WOS:A1995RJ57600003,7630894,,,,,no.data,"only simulations, no biological model",NF,,,,,
1962,"Charmantier, A; Wolak, ME; Gregoire, A; Fargevieille, A; Doutrelant, C",Colour ornamentation in the blue tit: quantitative genetic (co) variances across sexes,HEREDITY,2017,259,1355,,,,,145,152,,10.1098/rspb.1995.0022,,,,,,,,WOS:A1995QL76100007,,,,,,no.data,"no crosses, no f1s",NF,,,,,
